scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
D/20250318/7904,2025-03-06,2025-03-18,PHISHING,SMS,SMS,BANK TRANSFER,BOC,55439878,+6595805039,NA,NA,https://secure-dbs-login.com/verify,1681.48,"I received an SMS from +6595805039 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a BOC. 
The transaction is as follows:
A transaction of $1681.48 was made to BOC account 55439878 on 2025-03-06.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
A/20250306/7981,2025-02-13,2025-03-06,PHISHING,SMS,SMS,BANK TRANSFER,BOC,61648408,+6598167227,NA,NA,https://secure-dbs-login.com/verify,1510.95,"I received an SMS from +6598167227 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a BOC. 
The transaction is as follows:
A transaction of $1510.95 was made to BOC account 61648408 on 2025-02-13.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
G/20250611/7328,2025-05-21,2025-06-11,PHISHING,SMS,SMS,BANK TRANSFER,DBS,12880133,+6593449052,NA,NA,https://secure-dbs-login.com/verify,771.78,"I received an SMS from +6593449052 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a DBS. 
The transaction is as follows:
A transaction of $771.78 was made to DBS account 12880133 on 2025-05-21.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,UNAUTHORIZED ACCESS TO BANK ACCOUNT
A/20250131/2662,2025-01-02,2025-01-31,PHISHING,SMS,SMS,BANK TRANSFER,HSBC,07501102,+6599646266,NA,NA,https://secure-dbs-login.com/verify,334.25,"I received an SMS from +6599646266 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a HSBC. 
The transaction is as follows:
A transaction of $334.25 was made to HSBC account 07501102 on 2025-01-02.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,PAYMENT FAILED
J/20250213/2461,2025-01-30,2025-02-13,PHISHING,SMS,SMS,BANK TRANSFER,CITIBANK,65061809,+6591217848,NA,NA,https://secure-dbs-login.com/verify,559.51,"I received an SMS from +6591217848 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a CITIBANK. 
The transaction is as follows:
A transaction of $559.51 was made to CITIBANK account 65061809 on 2025-01-30.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,UNAUTHORIZED ACCESS TO BANK ACCOUNT
J/20250529/2805,2025-05-25,2025-05-29,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,91476607,+6592288101,NA,NA,https://secure-dbs-login.com/verify,2385.4,"I received an SMS from +6592288101 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $2385.40 was made to MAYBANK account 91476607 on 2025-05-25.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,INCREASE TRANSFER LIMIT,PAYMENT FAILED
J/20250403/2983,2025-03-08,2025-04-03,PHISHING,SMS,SMS,BANK TRANSFER,HSBC,45088210,+6599011915,NA,NA,https://secure-dbs-login.com/verify,361.18,"I received an SMS from +6599011915 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a HSBC. 
The transaction is as follows:
A transaction of $361.18 was made to HSBC account 45088210 on 2025-03-08.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
F/20250308/2216,2025-03-01,2025-03-08,PHISHING,SMS,SMS,BANK TRANSFER,GXS,22239431,+6599208193,NA,NA,https://secure-dbs-login.com/verify,453.05,"I received an SMS from +6599208193 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a GXS. 
The transaction is as follows:
A transaction of $453.05 was made to GXS account 22239431 on 2025-03-01.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
A/20250306/2687,2025-03-03,2025-03-06,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,13975523,+6591171198,NA,NA,https://secure-dbs-login.com/verify,744.6,"I received an SMS from +6591171198 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $744.60 was made to MAYBANK account 13975523 on 2025-03-03.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
J/20250306/2631,2025-02-19,2025-03-06,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,92995562,+6594130133,NA,NA,https://secure-dbs-login.com/verify,140.21,"I received an SMS from +6594130133 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $140.21 was made to MAYBANK account 92995562 on 2025-02-19.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,UNAUTHORIZED ACCESS TO BANK ACCOUNT
E/20250706/2283,2025-06-15,2025-07-06,PHISHING,SMS,SMS,BANK TRANSFER,HSBC,57775478,+6591375290,NA,NA,https://secure-dbs-login.com/verify,1475.56,"I received an SMS from +6591375290 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a HSBC. 
The transaction is as follows:
A transaction of $1475.56 was made to HSBC account 57775478 on 2025-06-15.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,INCREASE TRANSFER LIMIT,UNAUTHORIZED ACCESS TO BANK ACCOUNT
J/20250215/7269,2025-02-10,2025-02-15,PHISHING,SMS,SMS,BANK TRANSFER,DBS,10809969,+6599254211,NA,NA,https://secure-dbs-login.com/verify,2237.44,"I received an SMS from +6599254211 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a DBS. 
The transaction is as follows:
A transaction of $2237.44 was made to DBS account 10809969 on 2025-02-10.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,UNAUTHORIZED ACCESS TO BANK ACCOUNT
D/20250304/2669,2025-02-14,2025-03-04,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CITIBANK,39427881,+6596137418,NA,NA,NA,27141.6,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6596137418. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $27141.60 was made to CITIBANK account 39427881 on 2025-02-14.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
D/20250507/7456,2025-04-12,2025-05-07,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,TRUST,92750373,+6593005557,NA,NA,NA,79246.98,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6593005557. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $79246.98 was made to TRUST account 92750373 on 2025-04-12.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
F/20250214/2397,2025-01-15,2025-02-14,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,UOB,05184498,+6597627651,NA,NA,NA,68926.66,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6597627651. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $68926.66 was made to UOB account 05184498 on 2025-01-15.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
F/20250718/7528,2025-06-18,2025-07-18,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,BOC,77908272,+6595920646,NA,NA,NA,52605.45,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6595920646. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $52605.45 was made to BOC account 77908272 on 2025-06-18.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
