vic_first_name,vic_last_name,vic_nric,vic_sex,vic_dob,vic_nationality,vic_race,vic_occupation,vic_contact_no,vic_email,vic_blk,vic_street,vic_unit_no,vic_postal_code,scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
HASSAN,BINTE ZAINAL,G8217535I,MALE,1982-11-10,MALAYSIAN,MALAY,ACCOUNTANT,+6590915467,h.bintezainal@yahoo.com.sg,21,QUEENSTOWN RD,#11-65,990079,G/20250614/2170,2025-05-19,2025-06-14,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,BOC,63718344,+6595025126,NA,NA,NA,3800.77,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from UOB. He had contacted me using +6595025126.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3800.77 was made to BOC account 63718344 on 2025-05-19.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,JEREMY TAN,SINGAPORE POLICE FORCE,INSPECTOR JAMES TAN,NA,NA,NA
LI HAO,TAN,S5605930Z,MALE,1956-09-02,SINGAPOREAN,CHINESE,CLEANER,+6599135492,lh.tan@yahoo.com.sg,810,WOODLANDS DR,#23-73,626797,D/20250302/2474,2025-03-01,2025-03-02,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,HSBC,57016580,+6596800818,NA,NA,NA,3305.38,"I received a WhatsApp call from an individual named Jeremy Tan, claiming to be a bank officer from OCBC. He had contacted me using +6596800818.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3305.38 was made to HSBC account 57016580 on 2025-03-01.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,JEREMY TAN,SINGAPORE POLICE FORCE,INSPECTOR ROYSTON WONG,NA,NA,NA
FATIMAH,BINTE RAHMAN,G5622816B,FEMALE,1956-10-28,MALAYSIAN,MALAY,CLEANER,+6599170680,fatimah.binterahman@gmail.com,766,EUNOS CRESCENT,#13-93,302897,D/20250402/7304,2025-03-08,2025-04-02,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,56041776,+6592688166,NA,NA,NA,78415.43,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6592688166. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $78415.43 was made to CIMB account 56041776 on 2025-03-08.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
CLARA,REYES,G7241724X,FEMALE,1972-12-17,FILIPINO,FILIPINO,LAWYER,+6598969688,clara.reyes@yahoo.com.sg,663,CHINATOWN POINT,#31-86,475911,G/20250326/7942,2025-03-22,2025-03-26,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,TRUST,32501249,+6593446060,NA,NA,NA,29087.89,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6593446060. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $29087.89 was made to TRUST account 32501249 on 2025-03-22.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
JIA TING,GOH,S5414933D,FEMALE,1954-10-08,SINGAPOREAN,CHINESE,LAWYER,+6598757456,jiating_goh@outlook.com,392,JALAN BESAR,#07-06,272129,J/20250316/7764,2025-03-08,2025-03-16,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CITIBANK,65136442,+6595037789,NA,NA,NA,95691.18,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6595037789. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $95691.18 was made to CITIBANK account 65136442 on 2025-03-08.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
SANJAY,KUMAR,G7076870C,MALE,1970-05-21,INDIAN,INDIAN,TEACHER,+6594695180,sanjay.kumar@hotmail.com,466,BOON LAY WAY,#10-05,743937,A/20250121/2246,2025-01-06,2025-01-21,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,UOB,63254310,+6599369856,NA,NA,NA,2632.26,"I received a call from an individual named Gladys Lim, claiming to be a bank officer from OCBC. He had contacted me using +6599369856.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $2632.26 was made to UOB account 63254310 on 2025-01-06.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Gladys Lim and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,GLADYS LIM,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR THOMAS LEE,NA,NA,NA
YAN YAN,LEE,G5588770J,FEMALE,1955-07-15,MALAYSIAN,CHINESE,RETIRED,+6591902100,yanyan_lee@hotmail.com,405,SENGKANG EAST WAY,#35-93,396567,A/20250731/7021,2025-07-04,2025-07-31,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,TRUST,31734206,+6599370578,NA,NA,NA,91682.31,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6599370578. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $91682.31 was made to TRUST account 31734206 on 2025-07-04.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
TING JIA,LIM,S6316608R,FEMALE,1963-08-18,SINGAPOREAN,CHINESE,ELECTRICIAN,+6591476728,tingjia_lim@gmail.com,887,WOODLANDS DR,#29-41,224473,E/20250211/7606,2025-01-19,2025-02-11,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,DBS,98763514,+6594586302,NA,NA,NA,4835.67,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from UOB. He had contacted me using +6594586302.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $4835.67 was made to DBS account 98763514 on 2025-01-19.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,JEREMY TAN,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR ROYSTON WONG,NA,NA,NA
VIKRAM,RAO,G4946547Z,MALE,1949-02-23,INDIAN,INDIAN,ADMINISTRATIVE OFFICER,+6596499587,v.rao@yahoo.com.sg,683,EUNOS CRESCENT,#39-42,628597,A/20250318/2801,2025-02-22,2025-03-18,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,DBS,59416516,+6590928237,NA,NA,NA,491.99,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from DBS. He had contacted me using +6590928237.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $491.99 was made to DBS account 59416516 on 2025-02-22.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,SANDY GOH,SINGAPORE POLICE FORCE,INSPECTOR ROYSTON WONG,NA,NA,NA
RAHUL,PILLAI,S5608589T,MALE,1956-08-23,SINGAPOREAN,INDIAN,SHOP ASSISTANT,+6594227836,r.pillai@gmail.com,233,TOA PAYOH LOR,#20-87,645928,F/20250702/2142,2025-06-22,2025-07-02,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,BOC,24013223,+6598776515,NA,NA,NA,760.94,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from DBS. He had contacted me using +6598776515.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $760.94 was made to BOC account 24013223 on 2025-06-22.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,SANDY GOH,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
MIN HAO,GOH,S7377850P,MALE,1973-03-02,SINGAPOREAN,CHINESE,RETIRED,+6590492516,minhao_goh@gmail.com,353,CHINATOWN POINT,#28-35,649300,J/20250515/2172,2025-04-20,2025-05-15,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,GXS,27390219,+6596206350,NA,NA,NA,64709.93,"I received a call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6596206350. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $64709.93 was made to GXS account 27390219 on 2025-04-20.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
FATIMAH,BIN ISMAIL,S5824420W,FEMALE,1958-01-07,SINGAPOREAN,MALAY,TEACHER,+6598769953,fatimah.binismail@hotmail.com,119,ANG MO KIO AVE,#25-19,155642,G/20250303/7502,2025-02-03,2025-03-03,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,DBS,58673425,+6596286506,NA,NA,NA,16862.51,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6596286506. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $16862.51 was made to DBS account 58673425 on 2025-02-03.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
